CPUE,Steepness,RecProp,Move,DataWts,Natmort,Model,Clatest,Flatest,Fmsy,Frecent,MSY,SB0,SBF0,SBlatest,SBmsy,SBrecent,TBlatest,TBrecent,Flatest_Fmsy,Frecent_Fmsy,SBlatest_SB0,SBlatest_SBF0,SBlatest_SBmsy,SBrecent_SB0,SBrecent_SBF0,SBrecent_SBmsy
NZ,0.8,Diag,Half1to2,05length,HamelCope,N_h08_Rb_V1_D05l_Mhac,5928.09,0.0450939,0.20457,0.045271225,13657.6,100600,102633.96,56354.6,22260.9,58150.2,141905,140950.75,0.220432614752896,0.221299432956934,0.560184890656064,0.549083363830062,2.53155083577034,0.5780337972167,0.566578547685386,2.6122124442408
NZ,0.8,Diag,Half1to2,05length,Estimated,N_h08_Rb_V1_D05l_Mest,5913.49,0.058286,0.199354,0.058645025,11112.6,86874.3,88766.96,43397.2,19412.6,44658.85,109443,108394.5,0.292374369212557,0.294175311255355,0.499540140179547,0.488889109191077,2.23551713835344,0.514062847125099,0.503102167743494,2.30050843266744
NZ,0.8,Diag,Half1to2,05weight,HamelCope,N_h08_Rb_V1_D05w_Mhac,5983.73,0.0375874,0.204673,0.03777295,15260.6,112585,115431.78,68757.8,24907.8,70597.65,171059,169809,0.183646108670904,0.184552676708701,0.610719012301816,0.595657452393093,2.76049269706678,0.627060887329573,0.61159630389482,2.83435911642136
NZ,0.8,Diag,Half1to2,05weight,Estimated,N_h08_Rb_V1_D05w_Mest,5973.22,0.0485016,0.199891,0.048877275,12331.1,96074,98513.97,53134.6,21443.8,54381.45,132261,130873,0.242640238930217,0.244519638202821,0.55305910027687,0.539361067267921,2.47785373860976,0.566037117222141,0.552017647852381,2.53599875022151
NZ,0.8,Diag,Half1to2,20length,HamelCope,N_h08_Rb_V1_D20l_Mhac,5931.73,0.0472348,0.204722,0.047299675,13181.1,96646.7,98877.86,53502.3,21396.3,55193.225,135224,134449.25,0.230726546243198,0.231043439395864,0.553586413193622,0.541094841656161,2.50053981295832,0.571082354596691,0.558195990487658,2.57956866374093
NZ,0.8,Diag,Half1to2,20length,Estimated,N_h08_Rb_V1_D20l_Mest,5912.16,0.0653006,0.1976,0.065575625,10214.3,81245.4,83264.21,38453.5,18229.4,39520.725,97390.9,96459.775,0.330468623481781,0.331860450404858,0.473300642251746,0.461825074662931,2.10942214225372,0.486436462864359,0.474642406383247,2.16796630717413
NZ,0.8,Diag,Half1to2,20weight,HamelCope,N_h08_Rb_V1_D20w_Mhac,5816.56,0.0621425,0.204628,0.06179115,11397.3,83535.2,85349.89,39931.7,18494.5,41771.075,102128,102135.25,0.303685223918525,0.301968205719647,0.478022438445111,0.467858833795802,2.15911216848252,0.500041599230025,0.48940982817904,2.25856741193328
NZ,0.8,Diag,Half1to2,20weight,Estimated,N_h08_Rb_V1_D20w_Mest,5798.83,0.0793736,0.198609,0.0789539,9478.11,74415.5,76321.39,31071.7,16665,32451.525,79616.4,79490.125,0.399647548701217,0.397534351414085,0.417543388138224,0.407116537054684,1.86448844884488,0.436085560131962,0.425195675812508,1.94728622862286
NZ,0.8,Diag,Half1to2,Diag,HamelCope,N_h08_Rb_V1_Dbas_Mhac,5929.37,0.0458173,0.204624,0.04595835,13490.2,99207.5,101317.79,55356.5,21956.3,57115.275,139573,138680.25,0.223909707561185,0.22459902064274,0.557987047350251,0.546365055929467,2.52121259046378,0.575715293702593,0.56372405083056,2.60131602319152
NZ,0.8,Diag,Half1to2,Diag,Estimated,N_h08_Rb_V1_Dbas_Mest,5913.03,0.0607022,0.198743,0.061037975,10777.4,84764.3,86707.77,41563.9,18968.1,42753.125,104976,103968,0.305430631519097,0.307120124985534,0.490346761549379,0.479356117681264,2.19125268213474,0.504376547673962,0.493071439849047,2.25394873498136
NZ,0.8,Diag,Half2to1,05length,HamelCope,N_h08_Rb_V2_D05l_Mhac,6006.9,0.034556,0.205444,0.0346901,17029.4,124879,127087.64,76421.4,27581.3,79115.6,188062,187349,0.168201553708066,0.168854286326201,0.611963580746162,0.601328343181131,2.77076860046481,0.633538064846772,0.622527887054949,2.86845072567283
NZ,0.8,Diag,Half2to1,05length,Estimated,N_h08_Rb_V2_D05l_Mest,5977.92,0.0630963,0.19402,0.06371825,10451.8,87312.9,89036.52,41467.3,19693.5,42702.075,102297,101267.925,0.325205133491393,0.328410730852489,0.474927530754333,0.46573361133162,2.10563383857618,0.48906948457788,0.479601797105278,2.16833346027877
NZ,0.8,Diag,Half2to1,05weight,HamelCope,N_h08_Rb_V2_D05w_Mhac,6058.96,0.0282343,0.205525,0.02835235,19502.5,143236,146651.74,94926.6,31632.7,97836.275,231153,230218,0.137376474881401,0.137950857559908,0.662728643637075,0.647292694924724,3.00090096640502,0.683042496299813,0.667133407349957,3.09288410410746
NZ,0.8,Diag,Half2to1,05weight,Estimated,N_h08_Rb_V2_D05w_Mest,6042.21,0.0496264,0.195847,0.0501568,12067.3,98964.2,101238.98,53804.8,22240.9,55116.075,130962,129588.25,0.253393720608434,0.256101957140012,0.543679431552016,0.531463276299307,2.41918267696001,0.556929424983984,0.544415550215935,2.47814049791151
NZ,0.8,Diag,Half2to1,20length,HamelCope,N_h08_Rb_V2_D20l_Mhac,6013.12,0.0362127,0.205612,0.0362657,16374.5,119554,122064.24,72608.7,26416,75143.3,179199,178684.75,0.176121529871797,0.176379296928195,0.607329742208542,0.5948400612661,2.74866368867353,0.628530203924586,0.61560453741407,2.84461311326469
NZ,0.8,Diag,Half2to1,20length,Estimated,N_h08_Rb_V2_D20l_Mest,5977.62,0.069967,0.192324,0.07053565,9708.08,82465.5,84333.72,37111.9,18672.8,38172.775,91954.3,91030.725,0.363797549967763,0.366754279237121,0.450029406236547,0.440060037669393,1.98748446938863,0.462893876833342,0.452639525447235,2.04429839124288
NZ,0.8,Diag,Half2to1,20weight,HamelCope,N_h08_Rb_V2_D20w_Mhac,5903.66,0.0490409,0.20555,0.0488605,13675.5,99797.8,101579.81,52760,22048.9,55289.15,131558,131807.5,0.23858379956215,0.237706154220384,0.52866896865462,0.519394552913615,2.39286313602946,0.554011711681019,0.544292709348442,2.50756953861644
NZ,0.8,Diag,Half2to1,20weight,Estimated,N_h08_Rb_V2_D20w_Mest,5854.53,0.0908996,0.191555,0.090703575,8657.67,74094.6,75984.33,27963.2,16803.6,29261.85,70159.9,70074.65,0.474535250972306,0.473511915637806,0.377398622841611,0.368012720517507,1.66411959342046,0.394925541132552,0.385103744416776,1.74140362779404
NZ,0.8,Diag,Half2to1,Diag,HamelCope,N_h08_Rb_V2_Dbas_Mhac,6009.12,0.0351082,0.205503,0.035216125,16801.9,123023,125346.98,75104.7,27175,77743.05,185010,184363.5,0.170840328365036,0.171365503180002,0.610493159815644,0.59917438776746,2.76374241030359,0.631939149589914,0.620222760851518,2.86082980680773
NZ,0.8,Diag,Half2to1,Diag,Estimated,N_h08_Rb_V2_Dbas_Mest,5977.92,0.0654001,0.193449,0.066008075,10182.6,85543.2,87324.9,39903.2,19319.8,41074.95,98585.2,97591.975,0.338074117726119,0.341216935729831,0.466468404268253,0.45695099564958,2.0654044037723,0.480166161658671,0.470369276117121,2.12605461754262
NZ,0.8,MoreR2,Diag,05length,HamelCope,N_h08_R2_Vb_D05l_Mhac,5903.74,0.054849,0.205804,0.055407925,11853.1,87085.2,88925.04,44821,19189.8,46156.55,115417,114363,0.266510854988241,0.269226667120173,0.514679876718432,0.50403126048636,2.33566790690888,0.530016007312379,0.519050089828467,2.40526477607896
NZ,0.8,MoreR2,Diag,05length,Estimated,N_h08_R2_Vb_D05l_Mest,5900.94,0.0596559,0.203828,0.06032005,11102.1,83399.5,85210.61,41174.3,18442.2,42367.025,106034,104968,0.29267764978315,0.295936034303432,0.493699602515603,0.483206258000031,2.23261324570821,0.508000947247885,0.497203634617802,2.29728692889135
NZ,0.8,MoreR2,Diag,05weight,HamelCope,N_h08_R2_Vb_D05w_Mhac,5959.27,0.0461819,0.205831,0.04671865,13033.6,95961.3,98362.04,54199.8,21140.5,55477.75,137720,136295.5,0.224368049516351,0.226975771385263,0.564808938603374,0.551023545261973,2.56378988198009,0.578126286325842,0.564015854083547,2.624240202455
NZ,0.8,MoreR2,Diag,05weight,Estimated,N_h08_R2_Vb_D05w_Mest,5958.51,0.0480719,0.204959,0.0486576,12612.4,93773.5,96120.75,52061.9,20690.1,53261.9,132273,130834.5,0.234543981967125,0.237401626666797,0.555187766266589,0.541630189111092,2.51627106683873,0.567984558537327,0.554114486206152,2.57426981986554
NZ,0.8,MoreR2,Diag,20length,HamelCope,N_h08_R2_Vb_D20l_Mhac,5910.94,0.056315,0.205986,0.0567428,11620.4,84996.9,87002.38,43500.4,18735.9,44776.925,112290,111383.75,0.273392366471508,0.275469206645112,0.511788076976925,0.499990919788631,2.3217673023447,0.526806565886521,0.514663219557902,2.38989987136994
NZ,0.8,MoreR2,Diag,20length,Estimated,N_h08_R2_Vb_D20l_Mest,5906.02,0.0648192,0.202511,0.065416225,10433.6,79358.9,81299.86,37731,17601.4,38782.575,97417.5,96475.05,0.320077427892806,0.323025539353418,0.475447618351565,0.464096740141988,2.14363630165782,0.488698495064826,0.47703126426048,2.20338012885339
NZ,0.8,MoreR2,Diag,20weight,HamelCope,N_h08_R2_Vb_D20w_Mhac,5798.31,0.0727507,0.20598,0.0727085,10286.5,75171.2,76981.28,33064.3,16569.6,34584.425,86410.9,86335.7,0.353193028449364,0.352988154189727,0.43985329487889,0.429510914861379,1.99547967361916,0.460075467732323,0.449257598730497,2.08722147788722
NZ,0.8,MoreR2,Diag,20weight,Estimated,N_h08_R2_Vb_D20w_Mest,5791.84,0.0828648,0.202439,0.08284525,9367,71235.5,73116.93,28959.3,15802.2,30282.85,75717.1,75612.4,0.409332193895445,0.409235621594653,0.406529048016789,0.396068325078747,1.83261191479667,0.425108969544679,0.414170151837611,1.91636923972611
NZ,0.8,MoreR2,Diag,Diag,HamelCope,N_h08_R2_Vb_Dbas_Mhac,5906.23,0.0553419,0.205869,0.0558579,11772.3,86356.5,88259.31,44365.7,19031.4,45680.675,114344,113339.5,0.268820949244422,0.271327397519782,0.513750557282891,0.50267444873521,2.33118425339176,0.528977841853248,0.517573443526808,2.40027927530292
NZ,0.8,MoreR2,Diag,Diag,Estimated,N_h08_R2_Vb_Dbas_Mest,5902.69,0.0614171,0.203377,0.0620621,10859.7,81926.5,83788.96,39932.8,18135.1,41074.4,102930,101906.8,0.301986458645766,0.305157908711408,0.487422262637852,0.476587846417953,2.20196194120793,0.501356703874815,0.490212553061883,2.26491169058897
NZ,0.8,MoreR2,Half1to2,05length,HamelCope,N_h08_R2_V1_D05l_Mhac,5885.95,0.0577888,0.205791,0.058402425,11395,83741.5,85523.74,42071,18458.2,43270.725,109137,108032.5,0.280813057908266,0.283794845255623,0.502391287473953,0.491921892096861,2.27925799915485,0.516717816136563,0.505949868422499,2.34425485691996
NZ,0.8,MoreR2,Half1to2,05length,Estimated,N_h08_R2_V1_D05l_Mest,5885.67,0.0582589,0.205598,0.0588828,11323.4,83395.6,85175.27,41727.8,18388.3,42914.2,108249,107143,0.283363165011333,0.286397727604354,0.500359731208841,0.489905109781278,2.26925816959697,0.514585901414463,0.503834035395485,2.33377745631733
NZ,0.8,MoreR2,Half1to2,05weight,HamelCope,N_h08_R2_V1_D05w_Mhac,5941.73,0.0488593,0.205821,0.0494529,12471.9,91853.3,94149.56,50692.5,20240.8,51821.05,129702,128227.5,0.237387341427745,0.240271400877461,0.551885452128557,0.538425245959726,2.50447116714754,0.564171891483485,0.550412025292524,2.56022736255484
NZ,0.8,MoreR2,Half1to2,05weight,Estimated,N_h08_R2_V1_D05w_Mest,5942.28,0.0476173,0.206389,0.048178725,12736.7,93205.7,95534.69,52020.3,20518.3,53196.925,133106,131639.25,0.230716268793395,0.233436496131092,0.55812359115376,0.544517389442516,2.53531237968058,0.570747550847212,0.556833596257025,2.59265753010727
NZ,0.8,MoreR2,Half1to2,20length,HamelCope,N_h08_R2_V1_D20l_Mhac,5892.69,0.0593421,0.205972,0.05981515,11176.5,81772.8,83706.58,40821.2,18030.6,41968.125,106162,105203.75,0.288107606859185,0.290404278251413,0.499202668858104,0.487670144927675,2.26399565183632,0.513228420697347,0.501371875424847,2.3276055705301
NZ,0.8,MoreR2,Half1to2,20length,Estimated,N_h08_R2_V1_D20l_Mest,5889.94,0.063873,0.204133,0.064436,10565.7,78922.5,80825.48,37889.6,17459.3,38922.825,98555.9,97580.35,0.312898943335962,0.3156569491459,0.480086160473883,0.468782864017634,2.17016718883346,0.493177801007317,0.481566270933374,2.22934625099517
NZ,0.8,MoreR2,Half1to2,20weight,HamelCope,N_h08_R2_V1_D20w_Mhac,5780.33,0.0761612,0.205966,0.076125325,9957.09,72784.8,74553.37,31213.1,16048.8,32611.625,82224.8,82082.025,0.369775594030083,0.369601414796617,0.428840911838736,0.418667861694247,1.94488684512238,0.448055431903364,0.437426571059095,2.03202887443298
NZ,0.8,MoreR2,Half1to2,20weight,Estimated,N_h08_R2_V1_D20w_Mest,5777.61,0.0803673,0.204495,0.0803414,9578.64,71189,72987.45,29548.8,15738.6,30867.55,77858.9,77704.675,0.393003740922761,0.392877087459351,0.41507536276672,0.404847682718056,1.87747321871069,0.433599994381154,0.422915857452206,1.96126402602519
NZ,0.8,MoreR2,Half1to2,Diag,HamelCope,N_h08_R2_V1_Dbas_Mhac,5888.28,0.0583108,0.205856,0.058878325,11319.1,83055,84894.98,41640.5,18309.1,42821.8,108117,107061.25,0.283260143012591,0.28601704589616,0.501360544217687,0.490494255372933,2.27430621931171,0.515583649388959,0.504409094624912,2.33882604824923
NZ,0.8,MoreR2,Half1to2,Diag,Estimated,N_h08_R2_V1_Dbas_Mest,5887.16,0.060168,0.205098,0.06077505,11047.9,81760.2,83588.99,40340.4,18048,41471.15,104748,103687.25,0.293362197583594,0.296322002164819,0.493398988750028,0.482604228140572,2.23517287234043,0.507229067443573,0.496131727396156,2.29782524379433
NZ,0.8,MoreR2,Half2to1,05length,HamelCope,N_h08_R2_V2_D05l_Mhac,5960.81,0.0465151,0.206386,0.0469912,13490.6,98708.4,100486.59,54360.6,21732.5,56102.1,137594,136577.75,0.225379143934182,0.227685986452569,0.550719087737214,0.540973676189032,2.50135051190613,0.568361963115601,0.558304346878524,2.58148395260554
NZ,0.8,MoreR2,Half2to1,05length,Estimated,N_h08_R2_V2_D05l_Mest,5952.91,0.0628396,0.199496,0.0637134,10654.7,84234.8,85855.99,40164.3,18771.5,41343.7,101603,100525.65,0.314991779283795,0.319371816978787,0.476813620973754,0.46781010853174,2.13964254321711,0.490814960087755,0.48154706503297,2.20247183229896
NZ,0.8,MoreR2,Half2to1,05weight,HamelCope,N_h08_R2_V2_D05w_Mhac,6013.53,0.0388759,0.206397,0.03930325,15005.3,110032,112554.4,66135.4,24220.9,67881.625,165350,163998.5,0.188354966399705,0.190425490680582,0.601056056419951,0.587586091703212,2.73050960121218,0.616926212374582,0.603100589581571,2.80260539451465
NZ,0.8,MoreR2,Half2to1,05weight,Estimated,N_h08_R2_V2_D05w_Mest,6010.97,0.0487869,0.201673,0.049482,12430,96102.1,98261.94,52709.1,21328.1,53956.8,131616,130163.5,0.241910915194399,0.245357583811418,0.548469804509995,0.53641420065592,2.47134531439744,0.561452871477314,0.549111894188126,2.52984560274942
NZ,0.8,MoreR2,Half2to1,20length,HamelCope,N_h08_R2_V2_D20l_Mhac,5969.21,0.0477307,0.206571,0.048098825,13210.5,96246.5,98249.82,52823.2,21197,54489.975,133970,133117,0.231061959326333,0.232844034254566,0.548832425075197,0.537641697460616,2.49201302071048,0.566150197669526,0.55460635958417,2.57064561022786
NZ,0.8,MoreR2,Half2to1,20length,Estimated,N_h08_R2_V2_D20l_Mest,5959.78,0.0670061,0.198484,0.06780835,10161.8,81070,82841.84,37526.1,18109.6,38590.825,95139.4,94175.4,0.337589427863203,0.341631315370509,0.462885160971999,0.452984868515716,2.07216614392366,0.476018564203774,0.465837371550415,2.13095954631798
NZ,0.8,MoreR2,Half2to1,20weight,HamelCope,N_h08_R2_V2_D20w_Mhac,5861.95,0.062139,0.206577,0.062210325,11527.7,83900.4,85560.49,39919.7,18476.4,41782.25,102359,102335.75,0.300803090373081,0.301148361143787,0.47579868510758,0.466566986701455,2.16057781818969,0.497998221700969,0.48833579611337,2.26138479357451
NZ,0.8,MoreR2,Half2to1,20weight,Estimated,N_h08_R2_V2_D20w_Mest,5845.59,0.0888668,0.19707,0.089101075,8915.43,72209.4,74005.29,27761,16171.9,29050.525,71215.9,71105.45,0.450940275029177,0.452129065814178,0.384451331821065,0.375121832506838,1.71661956851081,0.402309463864815,0.392546600384919,1.79635818920473
NZ,0.8,MoreR2,Half2to1,Diag,HamelCope,N_h08_R2_V2_Dbas_Mhac,5963.73,0.0469207,0.206452,0.0473614,13393.9,97853.9,99716.63,53834.6,21546.6,55550.1,136360,135398.5,0.227271714490535,0.229406351113092,0.5501528298821,0.539875846185335,2.49851948799347,0.567684067778596,0.557079596452467,2.57813761800006
NZ,0.8,MoreR2,Half2to1,Diag,Estimated,N_h08_R2_V2_Dbas_Mest,5955.29,0.0642334,0.199161,0.065085375,10481.1,83110.1,84789.91,39241.3,18535.8,40380.15,99344.9,98306.25,0.322519971279518,0.326797791736334,0.472160423342049,0.462806246639488,2.11705456468024,0.485863330690253,0.476237679695615,2.17849512834623
NZ,0.9,Diag,Diag,05length,HamelCope,N_h09_Rb_Vb_D05l_Mhac,5936.4,0.042292,0.269107,0.04249445,16552.1,104855,106697.69,60633.2,17566.9,62632.05,151917,150886,0.157156818663208,0.157909121650496,0.578257593820037,0.568270971939505,3.45155946695205,0.59732058557055,0.587004742089543,3.56534448309036
NZ,0.9,Diag,Diag,05length,Estimated,N_h09_Rb_Vb_D05l_Mest,5906.49,0.0650569,0.256247,0.0656395,11631.6,81813,83487.19,39039.1,14076.4,40152.7,98188.8,97020.875,0.253883557661163,0.256157145254383,0.477174776624742,0.467605868636853,2.77337245318405,0.490786305354895,0.480944441895817,2.85248358955415
NZ,0.9,Diag,Diag,05weight,HamelCope,N_h09_Rb_Vb_D05w_Mhac,5994.62,0.0350577,0.269316,0.03524415,18628,118196,120946.08,74394.3,19794.1,76477.65,184126,182841,0.13017310519984,0.13086541460589,0.62941470100511,0.615103027729382,3.75840780838735,0.647040932011235,0.632328472324196,3.86365886804654
NZ,0.9,Diag,Diag,05weight,Estimated,N_h09_Rb_Vb_D05w_Mest,5975.11,0.0525161,0.258322,0.053048175,13192.3,91540.2,93669.65,49387.5,15677.4,50519.7,122431,120932.75,0.203297047870487,0.205356783394368,0.539517064633899,0.527251890019873,3.15023537066095,0.551885401168011,0.539339049521376,3.22245397833824
NZ,0.9,Diag,Diag,20length,HamelCope,N_h09_Rb_Vb_D20l_Mhac,5941.08,0.0441661,0.269248,0.044268975,15987.8,100839,102860.44,57770.4,16908.1,59654,145230,144378.25,0.164035016044687,0.164417098734252,0.572897390890429,0.561638663027302,3.4167292599405,0.591576671724234,0.579950853797631,3.52813148727533
NZ,0.9,Diag,Diag,20length,Estimated,N_h09_Rb_Vb_D20l_Mest,5905.2,0.0716934,0.253777,0.07220315,10819,77403.5,79179.72,35164.8,13402.6,36120.125,88833.1,87770.85,0.282505506803217,0.284514160069667,0.454305037885884,0.44411372002831,2.62372972408339,0.466647180037078,0.456178993813062,2.69500880426186
NZ,0.9,Diag,Diag,20weight,HamelCope,N_h09_Rb_Vb_D20w_Mhac,5827.88,0.0574553,0.269055,0.057280775,13833.5,87225.7,88762.51,43642.2,14627.7,45636.4,110995,110837.5,0.213544814257308,0.212896155061233,0.500336483398815,0.491673793361634,2.98353124551365,0.523199011300569,0.514140485662246,3.1198616323824
NZ,0.9,Diag,Diag,20weight,Estimated,N_h09_Rb_Vb_D20w_Mest,5790.05,0.0870963,0.254173,0.086954525,10019.5,71311.9,73088.11,28415.7,12338.6,29640.225,72648.4,72294.675,0.342665428664728,0.342107639285054,0.398470661979277,0.388786903916383,2.30299223574798,0.41564205974038,0.405540997024003,2.40223566693142
NZ,0.9,Diag,Diag,Diag,HamelCope,N_h09_Rb_Vb_Dbas_Mhac,5938.07,0.0429192,0.269158,0.04308945,16355.9,103454,105366.2,59642.6,17337.1,61601.125,149610,148639.5,0.159457270450813,0.160089798556981,0.576513232934444,0.566050593074439,3.44017165500574,0.59544459373248,0.584638384984938,3.55313893327027
NZ,0.9,Diag,Diag,Diag,Estimated,N_h09_Rb_Vb_Dbas_Mest,5906,0.067352,0.255385,0.067914975,11330.7,80171.9,81887.42,37611.5,13824.6,38666.65,94743.2,93611.875,0.263727313663684,0.265931730524502,0.469135694676065,0.45930742475462,2.72062121146362,0.482296789772975,0.472192798356573,2.79694530040652
NZ,0.9,Diag,Half1to2,05length,HamelCope,N_h09_Rb_V1_D05l_Mhac,5913.21,0.0455687,0.26877,0.0457997,15573.5,98712.6,100464.9,55571,16558.5,57334.575,140354,139242.25,0.16954533616103,0.170404807084124,0.562957515048737,0.553138459302702,3.35604070417006,0.580823268762042,0.570692600102125,3.46254642630673
NZ,0.9,Diag,Half1to2,05length,Estimated,N_h09_Rb_V1_D05l_Mest,5890.85,0.0628789,0.258909,0.06339215,11957,82136.1,83778.33,39992.1,14063.9,41114.05,101291,100082.6,0.24286100521805,0.244843361953428,0.486900400676438,0.477356137320952,2.84359957053164,0.500560046069877,0.490748025175484,2.92337473958148
NZ,0.9,Diag,Half1to2,05weight,HamelCope,N_h09_Rb_V1_D05w_Mhac,5972.46,0.0380043,0.268997,0.03822285,17403.3,110492,113054.71,67818.6,18526,69628.95,169107,167728.25,0.141281501280683,0.142093963873203,0.613787423523875,0.599874167117849,3.66072546691137,0.630171867646526,0.615887210714176,3.75844488826514
NZ,0.9,Diag,Half1to2,05weight,Estimated,N_h09_Rb_V1_D05w_Mest,5956.77,0.051826,0.260297,0.052314275,13363,91081.9,93197.1,49517.6,15546.7,50633.45,123635,122108.5,0.199103331963104,0.200979169948175,0.543660156408683,0.531321253558319,3.18508751053278,0.55591121836501,0.543294265594101,3.25686158477362
NZ,0.9,Diag,Half1to2,20length,HamelCope,N_h09_Rb_V1_D20l_Mhac,5917.08,0.0475919,0.268899,0.04771385,15055.5,95012,96919.91,52925.7,15951.8,54587.5,134153,133216.5,0.176988014087074,0.177441530091224,0.557042268345051,0.546076652361728,3.31785127697188,0.574532690607502,0.563222768159814,3.42202760816961
NZ,0.9,Diag,Half1to2,20length,Estimated,N_h09_Rb_V1_D20l_Mest,5888.64,0.0698258,0.256285,0.07026575,11048.3,77292.6,79032.02,35745.8,13323.9,36697.375,90939.9,89844.05,0.272453713639113,0.274170357219502,0.462473768510828,0.45229515834215,2.68283310442138,0.474785102325449,0.464335531345396,2.75425175811887
NZ,0.9,Diag,Half1to2,20weight,HamelCope,N_h09_Rb_V1_D20w_Mhac,5803.7,0.0612293,0.268687,0.0610356,13168,83080.6,84579.49,40411.2,13951.8,42214.25,103670,103418.5,0.227883373590832,0.227162460409324,0.486409582983272,0.477789591779284,2.89648647486346,0.508112002079908,0.499107407717876,3.02572069553749
NZ,0.9,Diag,Half1to2,20weight,Estimated,N_h09_Rb_V1_D20w_Mest,5777.33,0.0832212,0.257402,0.083051025,10356.8,71647,73330.66,29466.4,12321.8,30705.325,75856.6,75454.9,0.323312173176588,0.322651047777406,0.411271930436724,0.401829193955161,2.39140385333312,0.428564001284073,0.418724241674628,2.49195125712152
NZ,0.9,Diag,Half1to2,Diag,HamelCope,N_h09_Rb_V1_Dbas_Mhac,5914.57,0.046252,0.268817,0.046447775,15392,97412.3,99225.35,54647.3,16345.3,56375.15,138195,137142.75,0.172057570763754,0.172785854317249,0.560989731276235,0.550739302002966,3.34330357962228,0.578727224385422,0.568152694850661,3.44901286608383
NZ,0.9,Diag,Half1to2,Diag,Estimated,N_h09_Rb_V1_Dbas_Mest,5890.11,0.065256,0.258004,0.065749325,11622.2,80341.3,82023.33,38435.8,13788.5,39495.075,97499.2,96330.05,0.252926311219981,0.254838393978388,0.478406498276727,0.468595947031168,2.78752583674801,0.491591186600167,0.481510260556356,2.86434891395003
NZ,0.9,Diag,Half2to1,05length,HamelCope,N_h09_Rb_V2_D05l_Mhac,5994.05,0.0349032,0.270602,0.0350726,19484.2,122901,124778.75,75448.5,20530,78100.5,186109,185219.75,0.128983525620653,0.129609537253974,0.613896550882418,0.604658245093816,3.67503653190453,0.635474894427222,0.625911863999279,3.80421334632246
NZ,0.9,Diag,Half2to1,05length,Estimated,N_h09_Rb_V2_D05l_Mest,5951.52,0.0692993,0.250953,0.070153875,11081,82055.4,83547.89,37486.4,14268.1,38560.25,92933.3,91748.575,0.276144537024861,0.279549855949122,0.456842572213407,0.448681588487752,2.6272874454202,0.469929462290111,0.461534695849291,2.70254974383415
NZ,0.9,Diag,Half2to1,05weight,HamelCope,N_h09_Rb_V2_D05w_Mhac,6049.27,0.028537,0.270766,0.028675875,22309.8,140952,144049.26,93720.7,23540.2,96589.45,228618,227536,0.105393587082573,0.105906483827364,0.664912168681537,0.650615629681124,3.98130432196838,0.685264841932005,0.670530692070199,4.10317032140763
NZ,0.9,Diag,Half2to1,05weight,Estimated,N_h09_Rb_V2_D05w_Mest,6024.94,0.0534294,0.254686,0.054104825,12983.3,93524.8,95472.94,49754,16130.4,50916.525,121475,119958.75,0.209785382785077,0.212437373864288,0.531987237609703,0.521131956342813,3.08448643555027,0.544417363095136,0.533308443209144,3.15655687397709
NZ,0.9,Diag,Half2to1,20length,HamelCope,N_h09_Rb_V2_D20l_Mhac,6000.44,0.0364768,0.270766,0.036566675,18770,117899,120031.59,71892.7,19709.1,74390.9,177836,177144.25,0.134717061964944,0.135048990641366,0.609782101629361,0.598948160230153,3.64769066065929,0.630971424694018,0.619761014579579,3.77444429223049
NZ,0.9,Diag,Half2to1,20length,Estimated,N_h09_Rb_V2_D20l_Mest,5949.91,0.0762255,0.248402,0.077040925,10345,77985.1,79586.97,33807.1,13648.3,34730.875,84211.1,83125.325,0.306863471308605,0.31014615421776,0.43350716995939,0.424781845570952,2.47701911593385,0.445352701990508,0.436388959147458,2.54470336965043
NZ,0.9,Diag,Half2to1,20weight,HamelCope,N_h09_Rb_V2_D20w_Mhac,5892.22,0.0483042,0.270635,0.0482243,15882.3,99722.9,101131.58,53439.1,16670,55937.925,133576,133560.5,0.17848467493118,0.178189443346204,0.535875912152575,0.528411600016533,3.20570485902819,0.56093359699728,0.55312025185407,3.35560437912418
NZ,0.9,Diag,Half2to1,20weight,Estimated,N_h09_Rb_V2_D20w_Mest,5828,0.0965408,0.24689,0.0967081,9339.15,71171.7,72871.91,26129.5,12498.9,27272.875,65943.5,65577.1,0.391027583134189,0.391705212847827,0.367133284718505,0.358567519363771,2.09054396786917,0.383198307754346,0.374257721528089,2.18202201793758
NZ,0.9,Diag,Half2to1,Diag,HamelCope,N_h09_Rb_V2_Dbas_Mhac,5996.32,0.0354277,0.270661,0.03557145,19236.5,121160,123135.97,74222.3,20244.4,76820.475,183264,182441.5,0.130893257617462,0.131424364795815,0.612597391878508,0.602767006261452,3.66631265930331,0.634041556619346,0.623867055256072,3.79465308924937
NZ,0.9,Diag,Half2to1,Diag,Estimated,N_h09_Rb_V2_Dbas_Mest,5950.99,0.0716558,0.25008,0.072501725,10812.6,80559.2,82095.99,36153.4,14039,37172.575,89774.8,88624.05,0.286531509916827,0.289914127479207,0.448780524136287,0.440379609284205,2.57521190968018,0.461431779362258,0.45279404024484,2.64780789230002
